Symbol,ID
Taf8,63856
Bco1,63857
Impg1,63859
Zfp296,63872
Trpv4,63873
Fam129a,63913
Dusp10,63953
Rbp7,63954
Cables1,63955
Ube4b,63958
Slc29a1,63959
Gmfb,63985
Gmfg,63986
Slc5a7,63993
Aqp9,64008
Syne1,64009
Sav1,64010
Nrgn,64011
Yeats4,64050
Sv2a,64051
Perp,64058
Oxct2a,64059
Smoc2,64074
Smoc1,64075
Popdc2,64082
Clstn2,64085
Gpr35,64095
Parvg,64099
Tnmd,64103
Moap1,64113
Sdf2l1,64136
Ctsz,64138
Ctsm,64139
Ralb,64143
Mllt1,64144
Sv2b,64176
Trpv6,64177
Herpud1,64209
St7,64213
Rgs18,64214
Ngb,64242
Foxb1,64290
Osbpl1a,64291
Ptges,64292
Stk32b,64293
Itm2c,64294
Tmub1,64295
Abhd8,64296
Gprc5b,64297
Svs3a,64335
Gng13,64337
Fndc4,64339
Dhx38,64340
Gpr88,64378
Irx6,64379
Ms4a4c,64380
Ms4a8a,64381
Sirt2,64383
Sirt3,64384
Cyp4f14,64385
Sp5,64406
Polr1e,64424
Fcamr,64435
Inpp5e,64436
Gpr85,64450
Dip2a,64451
Slc5a4a,64452
Zfp280b,64453
Slc5a4b,64454
Tspan4,64540
Ndst4,64580
Ireb2,64602
Nisch,64652
Fgf23,64654
Mrps22,64655
Mrps23,64656
Mrps10,64657
Mrps25,64658
Mrps14,64659
Mrps24,64660
Krtdap,64661
Nmi,64685
Keg1,64697
Htra2,64704
Dpys,64705
Scube1,64706
Suv39h2,64707
Svep1,64817
Krt81,64818
Acot10,64833
Lpin2,64898
Lpin3,64899
Bhmt2,64918
Scel,64929
Tsc1,64930
Izumo1r,64931
Ap3m2,64933
Pes1,64934
Cldn12,64945
Rpl23,65019
Zfp110,65020
Rtn4r,65079
Lpar3,65086
Zfand6,65098
Irak1bp1,65099
Zic5,65100
Nif3l1,65102
Arl6ip6,65103
Arl6ip4,65105
Arl6ip5,65106
Lrp10,65107
Dap3,65111
Pmepa1,65112
Ndfip1,65113
Vps35,65114
Bean1,65115
Prrg2,65116
Slc15a3,65221
Xpo7,65246
Asb1,65247
Dpysl5,65254
Asb4,65255
Asb2,65256
Asb3,65257
Clstn1,65945
Twsg1,65960
Utp3,65961
Slc9a3r2,65962
Tmem176b,65963
Map3k20,65964
Eefsec,65967
Cubn,65969
Lima1,65970
Tbata,65971
Ifi30,65972
Asph,65973
Ranbp17,66011
Tmem254a,66039
Sostdc1,66042
Atp5d,66043
Dtd1,66044
Ndufb5,66046
Mrpl54,66047
Emc6,66048
Rogdi,66049
0610009B22Rik,66050
Sdhc,66052
Ppil2,66053
Cndp2,66054
Sf3b6,66055
Zfp524,66056
Tmem176a,66058
Krtcap2,66059
Cystm1,66060
Tctex1d2,66061
Hsd17b14,66065
Gng11,66066
Gtpbp8,66067
Snupn,66069
Cwc15,66070
Ethe1,66071
Sdhaf2,66072
Txndc12,66073
Tmem167,66074
Chchd3,66075
Aurkaip1,66077
Tsen34,66078
Tmem42,66079
Abhd6,66082
Setd6,66083
Rmnd1,66084
Eif3f,66085
Fopnl,66086
Emc3,66087
Rmnd5b,66089
Ypel3,66090
Ndufa3,66091
Ghitm,66092
Lsm7,66094
Lamtor4,66096
Chchd6,66098
Ppih,66101
Cxcl16,66102
Tceal6,66104
Ube2d3,66105
Smpx,66106
Wfdc21,66107
Ndufa9,66108
Tspan13,66109
Tmed3,66111
Marc1,66112
Apoa5,66113
Dnajc30,66114
Nat8f1,66116
Fmc1,66117
Sarnp,66118
Tomm6,66119
Fkbp11,66120
Chchd1,66121
1110006O24Rik,66123
Josd2,66124
Sf3b5,66125
Elof1,66126
Mrps36,66128
Aaed1,66129
Tipin,66131
1110008L16Rik,66132
Znrd1,66136
Wbscr22,66138
Mymk,66139
Ska2,66140
Ifitm3,66141
Cox7b,66142
Eef1e1,66143
Atp6v1f,66144
Tmem57,66146
Necap2,66147
Dnajc15,66148
Prr13,66151
Uqcr10,66152
Fbxo36,66153
Tmem14c,66154
Ufc1,66155
Anapc11,66156
Cxx1a,66158
Pop4,66161
Bola2,66162
Mrpl4,66163
Nip7,66164
Bccip,66165
S100a14,66166
Tma7,66167
Grina,66168
Tomm7,66169
Chchd5,66170
Pgls,66171
Med11,66172
Nudt14,66174
Mustn1,66175
Nat9,66176
Ubl5,66177
Ogfod3,66179
P3h4,66180
Nop10,66181
Sptssb,66183
Virma,66185
Acer3,66190
Ier3ip1,66191
Lage3,66192
Pithd1,66193
Pycrl,66194
Lce1g,66195
Myo19,66196
Cks2,66197
Them5,66198
Commd4,66199
Commd6,66200
Vta1,66201
1110059G10Rik,66202
Lce1m,66203
Acyp1,66204
Cd302,66205
1110059E24Rik,66206
Nenf,66208
Inip,66209
Rpl3l,66211
Sec61b,66212
Med7,66213
Rgcc,66214
Ndufb9,66218
Zdhhc12,66220
Serpinb1a,66222
Mrpl35,66223
Llph,66225
Trappc2,66226
Rpl7l1,66229
Mrps28,66230
Thoc7,66231
Dmap1,66233
Msmo1,66234
Eif1ax,66235
1500011B03Rik,66236
Atp6v1g2,66237
Kcne1l,66240
Tmem9,66241
Mrps16,66242
Nemf,66244
Hspbp1,66245
Osgep,66246
Alg5,66248
Pno1,66249
Arfgap3,66251
Aig1,66253
Dimt1,66254
Hsbp1l1,66255
Ssr2,66256
Nicn1,66257
Mrps17,66258
Camk2n1,66259
Tmem54,66260
Tm4sf20,66261
Ing5,66262
Ccdc28b,66264
Eapp,66266
Pigyl,66268
Tmed6,66269
Retreg1,66270
Tmem126a,66271
Cox16,66272
Aamdc,66273
Lyrm9,66274
1810009A15Rik,66276
Klf15,66277
Smim20,66278
Tmem218,66279
Tma16,66282
Gkn1,66283
Gkn2,66284
Sec11c,66286
Mptx1,66289
Atp6v1g1,66290
Smim8,66291
Mrps21,66292
1810032O08Rik,66293
Fam3a,66294
Haus2,66296
Pantr1,66297
Defa21,66298
Inafm1,66300
Rmdn1,66302
Fam53c,66306
Isoc1,66307
Mplkip,66308
Tmem128,66309
Dpy30,66310
Cenpw,66311
Smurf2,66313
Tpd52l2,66314
Senp7,66315
Wdr61,66317
Tmem208,66320
1700008B11Rik,66321
Krt88,66322
1700001K19Rik,66323
1700008H02Rik,66325
Dnajc5b,66326
Scp2d1,66328
Susd3,66329
1700020L24Rik,66330
1700018B24Rik,66332
Aqp11,66333
Atp6v1c1,66335
Cenpp,66336
Fam229b,66337
Cdrt4,66338
Psenen,66340
Eid3,66341
Tmem177,66343
Lce3b,66344
1700029P11Rik,66346
Atp5sl,66349
Pla2g12a,66350
Blzf1,66352
Riiad1,66353
Snw1,66354
Gmpr,66355
Knop1,66356
Ostc,66357
Adprm,66358
Cox20,66359
Zfand1,66361
Exosc3,66362
2310009A05Rik,66364
Ccdc90b,66365
Ergic3,66366
2310022A10Rik,66367
Rtca,66368
Dus2,66369
Chmp4c,66371
Lsm5,66373
2310011J03Rik,66374
Dhrs7,66375
Ndufc1,66377
Cox14,66379
Krtap3-3,66380
Rnf113a2,66381
Iscu,66383
Srp19,66384
Ppp1r7,66385
Nudt8,66387
Cutc,66388
Prelid3b,66390
Zbtb11os1,66391
Prl2b1,66392
Nosip,66394
Ahnak,66395
Ccdc82,66396
Sar1b,66397
Commd5,66398
Tsfm,66399
Alkbh7,66400
Nudt2,66401
Sln,66402
Asf1a,66403
Rtfdc1,66404
Mcts2,66405
Sac3d1,66406
Mrps15,66407
Aptx,66408
Rsl1d1,66409
Mterf3,66410
Tbcb,66411
Arrdc4,66412
Psmd6,66413
Ndufa12,66414
Ndufa7,66416
Mrpl11,66419
Polr2e,66420
2410004B18Rik,66421
Dctpp1,66422
Coprs,66423
Pcp4l1,66425
Cyb5b,66427
Oxld1,66431
Slc7a6os,66432
Chchd7,66433
Uggt2,66435
Fis1,66437
Hamp2,66438
Borcs7,66439
Cdc26,66440
Magohb,66441
Spc25,66442
Tnfaip8l1,66443
Cyc1,66445
Exosc7,66446
Mgst3,66447
Mrpl20,66448
Pam16,66449
2610528J11Rik,66451
Nmnat1,66454
Cnpy4,66455
2810001G20Rik,66456
2810002D19Rik,66457
Pyurf,66459
Sys1,66460
Ptpmt1,66461
2810428I15Rik,66462
Taf12,66464
Gtf2h5,66467
Ska1,66468
Fam213b,66469
Anp32e,66471
Ctrb1,66473
Rps23,66475
Usmg5,66477
1700029F12Rik,66479
Rpl15,66480
Rps21,66481
Exoc2,66482
Rpl36al,66483
Smim4,66487
Fam136a,66488
Rpl35,66489
Polr2l,66491
Zmat2,66492
Mrpl51,66493
Prelid1,66494
Ndufb3,66495
Ppdpf,66496
Cmss1,66497
Dda1,66498
Slc30a7,66500
1700029H14Rik,66501
1810034E14Rik,66503
Zmynd11,66505
Psmg3,66506
Lamtor1,66508
Rnf181,66510
Chtop,66511
Tab1,66513
Asrgl1,66514
Cul7,66515
2610001J05Rik,66520
Rwdd1,66521
Pgpep1,66522
2810004N23Rik,66523
Timm50,66525
Tceanc2,66526
Smim5,66528
Ubxn6,66530
Cmc2,66531
Rep15,66532
2310050C09Rik,66533
Nipsnap3b,66536
Pomp,66537
Rps19bp1,66538
Fam107b,66540
Immp1l,66541
Adamtsl5,66548
Aggf1,66549
Sppl2a,66552
Drap1,66556
Bpifb2,66557
Metap1d,66559
Teddm3,66561
Ntpcr,66566
Rwdd3,66568
Gdpd1,66569
Cenpm,66570
Dzip1,66573
2510017J16Rik,66574
Uqcrh,66576
Mis18a,66578
Esf1,66580
Exosc1,66583
Snrnp40,66585
Crls1,66586
Fastk,66587
Cmpk1,66588
Ube2v1,66589
Farsa,66590
Mad2l1bp,66591
Stoml2,66592
Diablo,66593
Uqcr11,66594
Aste1,66595
Gtf3a,66596
Trim13,66597
Rdm1,66599
Tmigd1,66601
1700020I14Rik,66602
Gemin2,66603
1700017N19Rik,66605
Lrrc57,66606
Ms4a4d,66607
Cryzl1,66609
Abi3,66610
Ribc1,66611
Ormdl3,66612
Gpatch4,66614
Atg4b,66615
Snx9,66616
Ntmt1,66617
Snrnp27,66618
Pantr2,66620
Ubr7,66622
Spcs2,66624
Pnisr,66625
Cdip1,66626
Ogfod2,66627
Thg1l,66628
Golph3,66629
Mfsd14b,66631
Dph6,66632
Mcm8,66634
Tsen15,66637
Sike1,66641
Ctnnbl1,66642
Lix1,66643
Pspc1,66645
Rpe,66646
Nsmce3,66647
Tpgs2,66648
Nepn,66650
Brf2,66653
Tex12,66654
Eef1d,66656
Ccdc51,66658
Acp6,66659
Sltm,66660
Srp72,66661
Fbxl12os,66662
Uba5,66663
Tmem41a,66664
Msantd3,66665
Hspbap1,66667
Ccnh,66671
Sorcs3,66673
Spryd7,66674
Tmed7,66676
Rae1,66679
Oser1,66680
Pgm2,66681
Trappc5,66682
Tceal8,66684
Dcbld1,66686
Tbc1d15,66687
Klhl28,66689
Tmem186,66690
Gapvd1,66691
Uqcrfs1,66694
Aspn,66695
Snx31,66696
Chmp3,66700
Spryd4,66701
Rbm4b,66704
Dnase1l2,66705
Ndufaf3,66706
Nkapl,66707
Krtap3-2,66708
4921507G05Rik,66709
Sbds,66711
Spesp1,66712
Actr2,66713
4921524J17Rik,66714
Henmt1,66715
Ccer1,66716
Ccdc96,66717
4921522P10Rik,66719
Klhl10,66720
Spag16,66722
Tab3,66724
Lrrk2,66725
Hrasls5,66727
Ankrd61,66729
4921531C22Rik,66730
4921530L21Rik,66732
Kcng4,66733
Map1lc3a,66734
Emc2,66736
4921534H16Rik,66737
4931417E11Rik,66740
Cypt1,66742
Rnf220,66743
Trpd52l3,66745
4933400A11Rik,66747
Erich2,66748
4933406L23Rik,66749
4933404O12Rik,66752
Erlec1,66753
4933415F23Rik,66755
Cfap97,66756
Adat2,66757
Zfp474,66758
4933425D22Rik,66759
Sox5os3,66760
4933417A18Rik,66761
4933425L06Rik,66763
4933424N20Rik,66764
4933411K16Rik,66765
Tmem239,66766
4933427E11Rik,66769
Gid4,66771
Asb17,66772
Gm17019,66773
Carlr,66774
Hacd4,66775
4933436I01Rik,66780
Aknaos,66783
Fam187a,66784
Olfr701,66786
Gskip,66787
Alg14,66789
Grtp1,66790
Efcab1,66793
Atg10,66795
Cntnap2,66797
Ube2w,66799
Prkrip1,66801
Tspan1,66805
9030624G23Rik,66808
Krt20,66809
Rbm22,66810
Duoxa2,66811
Ppcdc,66812
Bcl2l14,66813
Mcub,66815
Thap2,66816
Tmem170,66817
Smim7,66818
Bcs1l,66821
Fbxo25,66822
Pycard,66824
Rnf186,66825
Taz,66826
Ttc1,66827
Lrrc75aos2,66829
Nacc1,66830
Rsph3a,66832
Acot13,66834
0610009L18Rik,66838
0610009O20Rik,66839
Wdr45b,66840
Etfdh,66841
Ormdl2,66844
Mrpl33,66845
Hint3,66847
Fuca2,66848
Ppp1r2,66849
Pnpla2,66853
Trim35,66854
Tcf25,66855
Plbd1,66857
Slc16a9,66859
Tanc1,66860
Dnajc10,66861
Lztr1,66863
Clec14a,66864
Pmpca,66865
Nhlrc2,66866
Hmg20a,66867
Mfsd1,66868
Zfp869,66869
Serbp1,66870
Cpne8,66871
Tril,66873
Ncbp3,66874
Swt1,66875
Crnkl1,66877
Riok3,66878
Rsrc1,66880
Pcyox1,66881
Bzw1,66882
Appbp2,66884
Acadsb,66885
Lonp2,66887
Rnf128,66889
Lman2,66890
Eif4e3,66892
Wwp2,66894
Pxdc1,66895
Naa16,66897
Baiap2l1,66898
Fip1l1,66899
Proz,66901
Mtap,66902
Pccb,66904
Plin3,66905
Tmem107,66910
Nudt16l1,66911
Bzw2,66912
Kdelr2,66913
Cops9,66915
Ndufb7,66916
Chordc1,66917
Prpf38b,66921
Rras2,66922
Pbrm1,66923
Sdhd,66925
Trmt6,66926
Tmem261,66928
Asf1b,66929
Fank1,66930
1700010I14Rik,66931
Rexo1,66932
1700025L06Rik,66933
Dsn1,66934
Cir1,66935
Sh3d21,66938
Aagab,66939
Shisa5,66940
Ddx18,66942
Pqlc1,66943
Sdha,66945
Acad8,66948
Trim59,66949
Tmem206,66950
2310030G06Rik,66952
Cdca7,66953
Serpinb11,66957
Tmx2,66958
Dusp26,66959
Mindy3,66960
Neat1,66961
Swsap1,66962
Golt1b,66964
Ctu2,66965
Trit1,66966
Edem3,66967
Plin5,66968
Ssbp2,66970
Cdk5rap1,66971
Slc25a23,66972
Mrps18b,66973
Trappc13,66975
Nuf2,66977
Luc7l,66978
Pole4,66979
Zdhhc6,66980
Zfp830,66983
Rassf7,66985
Lap3,66988
Kctd20,66989
Tmem134,66990
Khdc3,66991
Smarcd3,66993
Cep19,66994
Zcchc18,66995
Ceacam11,66996
Psmd12,66997
Psmd5,66998
Med28,66999
Prl3a1,67000
Uqcrc2,67003
Polr3k,67005
Cisd2,67006
Yae1d1,67008
Ttc23,67009
Rbm7,67010
Mettl6,67011
Oma1,67013
Riox2,67014
Ccdc91,67015
Tbc1d2b,67016
Fam210b,67017
Actr6,67019
Tmem88,67020
Use1,67023
Rpl11,67025
Thap4,67026
Mkrn2,67027
2610002M06Rik,67028
Fancl,67030
Upf3a,67031
Dnajb4,67035
Mrpl45,67036
Pmf1,67037
2010109I03Rik,67038
Rbm25,67039
Ddx17,67040
Oxct1,67041
Ift27,67042
Syap1,67043
Higd2a,67044
Tbc1d7,67046
Vma21,67048
Pus3,67049
Nkap,67050
Ndc80,67052
Rpp14,67053
Paics,67054
Yaf2,67057
2810428J06Rik,67058
Ola1,67059
Slc25a53,67062
Tmem246,67063
Chmp1b,67064
Polr3d,67065
Romo1,67067
Dynlrb1,67068
Lsm14a,67070
Rps6ka6,67071
Cdc37l1,67072
Pi4k2b,67073
Mon2,67074
Magt1,67075
Catsperz,67077
Pgp,67078
1700019D03Rik,67080
1700025F24Rik,67081
1700011H14Rik,67082
Ceacam14,67084
1700024G13Rik,67085
1700020N18Rik,67086
Ctnnbip1,67087
Cand2,67088
Psmc6,67089
Trappc6a,67091
Gatm,67092
Trak1,67095
Mmachc,67096
Rps10,67097
Mettl21a,67099
2310039H08Rik,67101
D16Ertd472e,67102
Ptgr1,67103
Timm21,67105
Zbtb8os,67106
Zfp787,67109
Naaa,67111
Fgf22,67112
Rpl14,67115
Cuedc2,67116
Dynlt3,67117
Bfar,67118
Ccdc159,67119
Ttc14,67120
Mastl,67121
Nrarp,67122
Ubap1,67123
Tspan31,67125
Atp5e,67126
Lce1a1,67127
Ube2g1,67128
Ndufa6,67130
Acbd4,67131
Gp2,67133
Nop56,67134
Bpifa5,67135
Kbtbd4,67136
Herc6,67138
Mis12,67139
Fbxo5,67141
Ikzf5,67143
Lrrc40,67144
Tomm34,67145
Fam103a1,67148
Nkain1,67149
Rnf141,67150
Psmd9,67151
Rnaseh2b,67153
Mtdh,67154
Smarca2,67155
2610301B20Rik,67157
Sft2d3,67158
Eef1g,67160
Sclt1,67161
Ccdc47,67163
Lipt2,67164
Arl8b,67166
Lpar6,67168
Nradd,67169
2610306M01Rik,67170
Dram2,67171
Cdt1,67177
Zmat5,67178
Ccdc25,67179
Yipf5,67180
Ctdnep1,67181
Pdzk1ip1,67182
Ndufa13,67184
Rplp2,67186
Zmynd19,67187
2700046G09Rik,67188
2700038G22Rik,67194
Ube2t,67196
Zcrb1,67197
Spats2l,67198
Pfdn1,67199
Ccdc77,67200
Glod4,67201
Nde1,67203
Eif2s2,67204
Utp11,67205
Lsm1,67207
Gatad1,67210
Armc10,67211
Mrpl55,67212
Cmtm6,67213
Mboat2,67216
L3hypdh,67217
Med18,67219
Plekho1,67220
Srfbp1,67222
Rrp15,67223
Med29,67224
Rnpc3,67225
Tmem19,67226
Dph7,67228
Prpf18,67229
Zfp329,67230
Tbc1d20,67231
Zkscan14,67235
Cinp,67236
Fam220a,67238
Rpf2,67239
Smc6,67241
Gemin6,67242
Peli1,67245
2810474O19Rik,67246
Marc2,67247
Rpl39,67248
Tbc1d19,67249
Cap2,67252
2900011O08Rik,67254
Zfp422,67255
Cers4,67260
2900005J15Rik,67261
Zswim6,67263
Ndufb8,67264
Fam69a,67266
Uqcc2,67267
Myl12a,67268
Agtpbp1,67269
Mrpl42,67270
Cmtm5,67272
Ndufa10,67273
Eri1,67276
2900089D17Rik,67277
Pagr1a,67278
Med31,67279
Rpl37,67281
Washc3,67282
Slc25a19,67283
Cwc27,67285
Ift22,67286
Parp6,67287
Srek1ip1,67288
3110040N11Rik,67290
Ccdc137,67291
Pigc,67292
3110039M20Rik,67293
Rab3c,67295
Socs4,67296
Gprasp1,67298
Dock7,67299
Cltc,67300
Zc3h13,67302
3110045C21Rik,67303
3110070M22Rik,67304
Gpx7,67305
Zc2hc1a,67306
Pbld2,67307
Mrpl46,67308
Prl8a9,67310
Nanp,67311
5730559C18Rik,67313
Ceacam12,67315
1700022I11Rik,67317
1700041C23Rik,67319
Iqcf4,67320
1700044K03Rik,67321
1700042G07Rik,67323
1700034G24Rik,67325
1700037H04Rik,67326
1700031L13Rik,67327
Lyzl1,67328
1700018L02Rik,67329
1700047M11Rik,67330
Atp8b3,67331
Snrpd3,67332
Stk35,67333
Hypm,67334
1700060O08Rik,67335
1700054K19Rik,67336
Cstf1,67337
Rffl,67338
1700066J03Rik,67339
1700052I22Rik,67340
Ascl4,67341
Kcnmb4os1,67342
Tex43,67343
Tctex1d1,67344
Herc4,67345
1700083H02Rik,67348
1700086P04Rik,67349
1700084E18Rik,67350
Tmem132cos,67351
1700109G14Rik,67355
Tmco5,67356
1700092C02Rik,67357
1700093K21Rik,67358
1700095B10Rik,67360
Pudp,67365
Tmed11,67366
Paxbp1,67367
Qpctl,67369
Zfp606,67370
Gtf3c6,67371
2210010C04Rik,67373
Jam2,67374
Qprt,67375
Bbs2,67378
Dedd2,67379
Med4,67381
Brd3,67382
Carnmt1,67383
Bag4,67384
Unc50,67387
1110008F13Rik,67388
C1qtnf12,67389
Mrm3,67390
Fundc2,67391
4833420G17Rik,67392
Cxxc5,67393
4930404I05Rik,67394
Erp29,67397
Srpr,67398
Pdlim7,67399
Txndc8,67402
Nts,67405
Cylc1,67407
4930449I24Rik,67410
Soga3,67412
Mfn1,67414
Armcx2,67416
Ears2,67417
Ppil4,67418
3632451O06Rik,67419
Far1,67420
Dhdds,67422
Eps8l1,67425
Coq8a,67426
Rps20,67427
Nudcd1,67429
4921536K21Rik,67430
Hoga1,67432
Ccdc127,67433
Ankrd33b,67434
Ssr3,67437
Xab2,67439
Mtpap,67440
Isoc2b,67441
Retsat,67442
Map1lc3b,67443
Ilkap,67444
C1qtnf4,67445
Dusp28,67446
Plxdc2,67448
Pkp2,67451
Pnpla8,67452
Slc25a46,67453
Ikbip,67454
Klhl13,67455
Ergic2,67456
Frmd8,67457
Ergic1,67458
Nvl,67459
Decr1,67460
Poc5,67463
Entpd4,67464
Sf3a1,67465
Pdcl,67466
Gpalpp1,67467
Mmd,67468
Abhd5,67469
Abcg8,67470
Gpatch1,67471
Mtfr1,67472
Slc47a1,67473
Snap29,67474
Ero1lb,67475
Abhd15,67477
Cwc25,67480
1700028P14Rik,67483
Eepd1,67484
Polr3g,67486
Dhx40,67487
Calcoco1,67488
Ap4b1,67489
Ufl1,67490
Zfand4,67492
Mettl16,67493
Tmem167b,67495
Kcnv1,67498
Ccar1,67500
Ccdc50,67501
1700001G17Rik,67503
Rnf151,67504
Prl7c1,67505
1700019N19Rik,67507
Saysd1,67509
Tvp23b,67510
Tmed9,67511
Agpat2,67512
Faap20,67513
Ttc33,67515
Kctd4,67516
1700039M10Rik,67518
1700097N02Rik,67522
1700094J05Rik,67523
1700095A21Rik,67524
Trim62,67525
Atg12,67526
Nudt7,67528
Fgfr1op2,67529
Uqcrb,67530
Mfap1a,67532
Ppfibp1,67533
Ttll4,67534
Glipr1l2,67537
Zswim3,67538
Cog6,67542
Pabpc6,67543
Fam120b,67544
Slc39a8,67547
4933424M12Rik,67548
Gpr89,67549
Gstcd,67553
Slc25a30,67554
Mgat4d,67555
Pigm,67556
Larp6,67557
Wdr48,67561
Narfl,67563
Tmem35a,67564
Mrfap1,67568
Mgat4c,67569
Loxl4,67573
Alg13,67574
4930430A15Rik,67575
Patl2,67578
Cpeb4,67579
Lrrc18,67580
Tbc1d23,67581
Slc25a26,67582
4930442L01Rik,67583
Ubxn11,67586
Cdk19os,67587
Rnf41,67588
4930518J20Rik,67589
Tctn3,67590
Ubl4b,67591
4930524B15Rik,67592
4930519G04Rik,67593
Tespa1,67596
Necap1,67602
Dusp6,67603
Get4,67604
Akt1s1,67605
Fibin,67606
Zfp788,67607
Narf,67608
4930453N24Rik,67609
Rspry1,67610
Ube2r2,67615
Aasdhppt,67618
Nob1,67619
Lrp2bp,67620
Bend5,67621
Mxra7,67622
Tm7sf3,67623
Anp32b,67628
Spc24,67629
Samd8,67630
Ftmt,67634
4930458B22Rik,67635
Etfrf1,67636
4930470P17Rik,67637
4930483J18Rik,67638
4930505M18Rik,67641
4930515G01Rik,67642
Armc12,67645
4930522H14Rik,67646
4930523C07Rik,67647
4930542C12Rik,67648
Spaca1,67652
4930544G11Rik,67653
4930558C23Rik,67654
Ctdp1,67655
4930548H24Rik,67656
Rabl3,67657
4930563I02Rik,67659
Ift172,67661
Tex46,67663
Rnf125,67664
Dctn4,67665
Hapln3,67666
Alkbh8,67667
Hikeshi,67669
Rpl38,67671
0610040B10Rik,67672
Elob,67673
Trmt112,67674
Cuta,67675
Rpp21,67676
Lsm3,67678
Sdhb,67680
Mrpl18,67681
Pbdc1,67683
Luc7l3,67684
Dyx1c1,67685
1700011L22Rik,67687
Aldh3b1,67689
Prss37,67690
1700020N01Rik,67692
Hypk,67693
Ift74,67694
Ost4,67695
Fam174a,67698
Wfdc2,67701
Rnf149,67702
Kirrel3,67703
1810037I17Rik,67704
1810058I24Rik,67705
Mrpl24,67707
Pcnx4,67708
Reg4,67709
Polr2g,67710
Nsmce1,67711
Slc25a37,67712
Dnajc19,67713
2010106E10Rik,67715
Lipf,67717
Lce1h,67718
2310057J18Rik,67719
Actl11,67722
Cep83os,67723
Pop1,67724
Nudt13,67725
Fam114a2,67726
Stx17,67727
Dph2,67728
Mansc1,67729
Fbxo32,67731
Iah1,67732
Itgb3bp,67733
Ccdc130,67736
Ttc39d,67737
Ppid,67738
Slc48a1,67739
4930579F01Rik,67741
Samsn1,67742
4930583K01Rik,67745
4930577N17Rik,67746
Ribc2,67747
4930589P08Rik,67748
Mgarp,67749
4930578I06Rik,67750
Ppp1r32,67752
Eqtn,67753
Ddx47,67755
Aadac,67758
Plgrkt,67759
Slc38a2,67760
Prpsap1,67763
5830432E09Rik,67765
Jagn1,67767
N6amt1,67768
Gpatch2,67769
Caap1,67770
Arpc5,67771
Chd8,67772
Kat8,67773
Borcs5,67774
Rtp4,67775
Vwa5a,67776
Zfp639,67778
Ilf2,67781
Plxnd1,67784
Zmym4,67785
Sfr1,67788
Dalrd3,67789
Rab39b,67790
6530411M01Rik,67791
Rgs8,67792
Rnls,67795
Snrnp48,67797
Dgat2,67800
Pllp,67801
Limd2,67803
Snx2,67804
Tprgl,67808
Rmdn3,67809
Poldip2,67811
Ubxn4,67812
Sec14l2,67815
Derl1,67819
Atp1b4,67821
Nmral1,67824
Snap47,67826
Lce1f,67828
Rer1,67830
Brix1,67832
Idh3a,67834
Wdr83,67836
Dnajb11,67838
Gpsm1,67839
Mrpl57,67840
Atg3,67841
Nop9,67842
Slc35a4,67843
Rab32,67844
Rnf115,67845
Tmem39a,67846
Sncaip,67847
Ddx55,67848
Cdca5,67849
1700007F19Rik,67850
1700021F05Rik,67851
Asprv1,67855
Echdc3,67856
Ppp6c,67857
Cysrt1,67859
S100a16,67860
Akr1b10,67861
2310033P09Rik,67862
Slc25a11,67863
Yipf4,67864
Rgs10,67865
Wfdc1,67866
Lrrc28,67867
Cela3b,67868
Paip2,67869
Enoph1,67870
Mrrf,67871
Nsmce4a,67872
Mri1,67873
Rprm,67874
Coq10b,67876
Naa20,67877
Tmem33,67878
Dcxr,67880
Mdp1,67881
Uxs1,67883
1810043G02Rik,67884
1500011K16Rik,67885
Camsap2,67886
Saraf,67887
Tmem100,67888
Rbm18,67889
Ufm1,67890
Rpl4,67891
Coa6,67892
Tmem86a,67893
Fam45a,67894
Ppa1,67895
Ccdc80,67896
Rnmt,67897
Pef1,67898
Cmc1,67899
Mtfp1,67900
Sumf2,67902
Gipc1,67903
Ppm1m,67905
Galntl5,67909
Zfp169,67911
1600012H06Rik,67912
Coq9,67914
Plpp3,67916
Zcchc3,67917
Mak16,67920
Ube2f,67921
Fam32a,67922
Eloc,67923
Spert,67926
1700096J18Rik,67927
Abca14,67928
Ccdc70,67929
Serpini2,67931
1700129C05Rik,67932
Hcfc2,67933
1700124L16Rik,67934
Ces5a,67935
Wdr55,67936
Tmem59l,67937
Myl12b,67938
Prorsd1,67939
Rps27l,67941
Atp5g2,67942
Mesd,67943
Tex13a,67944
Rpl41,67945
Spata6,67946
Fbxo28,67948
Nifk,67949
Tubb6,67951
Tomm20,67952
Sugt1,67955
Kmt5a,67956
U2surp,67958
Puf60,67959
Npc2,67963
Zcchc10,67966
Pold3,67967
Ooep,67968
2700080J24Rik,67969
Tppp3,67971
Atp2b1,67972
Mphosph10,67973
Ccny,67974
Trabd,67976
Tctn2,67978
Atad1,67979
Gnpda2,67980
Hormad1,67981
Pdzd9,67983
Ssxb1,67985
Tmx3,67988
Nacc2,67991
Nudt12,67993
Mrps11,67994
Srsf6,67996
Ddx59,67997
Retreg3,67998
1110004E09Rik,68001
Sdhaf4,68002
Defa20,68009
Bambi,68010
Snrpg,68011
Zwilch,68014
Trap1,68015
Cavin4,68016
Mrm2,68017
Col4a3bp,68018
Apopt1,68020
Bphl,68021
Pdf,68023
Hist1h2bc,68024
Pclaf,68026
Tmem178,68027
Rpl22l1,68028
Rnf146,68031
